Company,Project,Partner ,Watershed,Category,Date,Gallons,X,Y,,,
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,25,38.91698083,-77.47772665,,,
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,72,38.91698083,-77.47772665,,,
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,19,38.91698083,-77.47772665,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,2420,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,12647,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,21392,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,23444,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,17748,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,18211,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,20170,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,17956,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,18999,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,22762,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,21200,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,19885,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,21694,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,21309,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,20017,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,21093,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,19539,38.9865899,-77.4353196,,,
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,19707,38.9865899,-77.4353196,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,4527,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,4101,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,4436,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4625,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,5141,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,4295,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,5394,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,6634,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,5217,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,5091,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,4419,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,4717,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,5528,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,4584,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,4786,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,5136,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,4801,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,4677,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,8637,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,5485,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,4800,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,6411,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,6358,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,3667,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,3339,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,3096,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,3693,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,3894,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,3752,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,3014,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,448950,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,374184,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,3958,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,5088,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,4160,38.9870026,-77.4426446,,,
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,4779,38.9870026,-77.4426446,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,5905,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,3982,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,4841,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4850,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,5142,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,4522,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,7372,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,6313,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,5635,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,5450,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,4753,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,4338,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,4590,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,4826,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,6175,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,5573,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,5947,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,4726,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,5043,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,5158,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,4543,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,5315,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,4015,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,4003,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,4725,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,4513,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,4375,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,5146,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,4406,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,10128,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,4924,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,5713,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,7437,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,6617,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,5944,38.94870607,-77.52189249,,,
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,7066,38.94870607,-77.52189249,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,47330,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,25109,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,67322,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,146783,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,113127,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,58743,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,13314,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,106,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,2,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,5,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,32086,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,19936,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,68966,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,104799,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,69738,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,12587,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,3508,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,17,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,14,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,19,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,12,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,7,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,21619,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,4369,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,55677,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,70707,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,18383,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,8989,38.9492565,-77.5198092,,,
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,768,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,4513,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,4653,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,4468,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4429,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,4912,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,5224,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,5511,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,7338,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,6146,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,7564,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,6797,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,5776,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,6363,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,5965,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,7119,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,7163,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,6969,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,5773,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,6152,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,6926,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,5227,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,5449,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,4902,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,5040,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,8599,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,4732,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,4512,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,4779,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,5003,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,5575,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,5210,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,5161,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,5208,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,5997,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,44547,38.91698083,-77.47772665,,,
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,5012,38.91698083,-77.47772665,,,
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,236,38.94870607,-77.52189249,,,
